,gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
17308,Male,Loyal Customer,45,Business travel,903.0,2,2,2,2,5,5,5,0.0,0.0,satisfied
17309,Female,Disloyal Customer,37,Business travel,904.0,2,2,2,4,4,4,4,0.0,0.0,satisfied
17311,Female,Loyal Customer,42,Business travel,907.0,5,5,5,4,4,4,4,7.0,4.0,satisfied
17312,Male,Disloyal Customer,27,Business travel,907.0,4,3,3,5,5,5,5,2.0,0.0,dissatisfied
17314,Male,Disloyal Customer,42,Business travel,907.0,2,2,2,4,4,5,4,2.0,0.0,dissatisfied
17315,Female,Loyal Customer,19,Personal Travel,907.0,1,4,1,2,2,5,2,0.0,0.0,dissatisfied
17316,Female,Disloyal Customer,39,Business travel,907.0,5,5,5,5,5,4,5,0.0,0.0,satisfied
17317,Female,Loyal Customer,41,Business travel,907.0,3,3,3,4,4,4,4,0.0,8.0,satisfied
17319,Female,Loyal Customer,33,Personal Travel,907.0,2,4,2,5,1,1,4,0.0,2.0,dissatisfied
17320,Male,Disloyal Customer,38,Business travel,907.0,4,4,4,4,4,4,4,0.0,0.0,satisfied
17321,Female,Loyal Customer,8,Personal Travel,1683.5360392191503,4,4,3,4,4,4,4,-2.0,13.0743375378899,dissatisfied
17322,Female,Loyal Customer,54,Business travel,907.0,3,3,3,4,3,3,3,0.0,0.0,satisfied
17323,Female,Loyal Customer,45,Business travel,907.0,4,4,4,5,5,5,5,15.0,4.0,satisfied
17324,Male,Loyal Customer,57,Business travel,907.0,2,2,2,2,4,4,5,1.0,0.0,satisfied
17325,Male,Loyal Customer,48,Business travel,907.0,4,4,4,2,5,5,5,2.0,0.0,satisfied
17326,Female,Loyal Customer,63,Business travel,907.0,2,2,2,2,4,4,5,0.0,32.0,satisfied
17327,Male,Loyal Customer,8,Business travel,1683.5360392191503,4,5,3,4,4,3,4,-2.0,13.0743375378899,dissatisfied
17328,Male,Loyal Customer,22,Business travel,907.0,5,5,5,4,4,4,4,0.0,13.0,satisfied
17329,Female,Loyal Customer,61,Personal Travel,907.0,3,4,3,4,3,3,4,16.0,0.0,dissatisfied
17330,Female,Disloyal Customer,18,Business travel,1683.5360392191503,5,5,3,4,5,4,5,-2.0,13.0743375378899,satisfied
17331,Male,Loyal Customer,33,Business travel,907.0,3,4,4,3,3,4,3,5.0,10.0,dissatisfied
17332,Male,Loyal Customer,64,Business travel,907.0,1,1,1,1,1,1,4,5.0,0.0,dissatisfied
17334,Female,Loyal Customer,41,Business travel,907.0,3,3,3,5,4,4,5,11.0,2.0,satisfied
17336,Male,Loyal Customer,39,Business travel,907.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17337,Female,Loyal Customer,33,Business travel,907.0,3,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17338,Female,Loyal Customer,56,Business travel,907.0,2,2,2,5,4,4,5,28.0,15.0,satisfied
17339,Male,Disloyal Customer,38,Business travel,907.0,2,2,2,4,4,4,4,0.0,0.0,dissatisfied
17340,Male,Loyal Customer,41,Business travel,907.0,5,5,5,2,4,4,3,0.0,0.0,satisfied
17341,Female,Loyal Customer,41,Business travel,907.0,3,3,3,4,5,5,5,0.0,0.0,satisfied
17342,Female,Disloyal Customer,39,Business travel,907.0,5,5,5,4,4,5,4,0.0,0.0,satisfied
17344,Female,Loyal Customer,26,Business travel,907.0,1,1,2,4,4,5,4,0.0,0.0,satisfied
17345,Female,Loyal Customer,48,Business travel,907.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17346,Female,Loyal Customer,35,Business travel,907.0,3,4,3,2,5,5,5,0.0,0.0,satisfied
17347,Female,Loyal Customer,50,Personal Travel,907.0,1,4,1,5,5,3,3,0.0,0.0,dissatisfied
17348,Male,Loyal Customer,36,Personal Travel,907.0,4,5,4,4,2,2,3,0.0,13.0,dissatisfied
17349,Female,Loyal Customer,50,Business travel,907.0,5,5,5,3,4,4,3,0.0,0.0,satisfied
17350,Male,Loyal Customer,52,Business travel,907.0,3,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17353,Male,Disloyal Customer,21,Business travel,907.0,5,4,5,4,4,5,4,4.0,1.0,satisfied
17354,Female,Loyal Customer,47,Business travel,907.0,5,5,5,5,4,4,3,0.0,0.0,satisfied
17355,Female,Loyal Customer,25,Business travel,908.0,4,4,5,5,5,4,5,0.0,0.0,satisfied
17356,Female,Disloyal Customer,25,Business travel,908.0,1,0,1,3,3,5,3,0.0,0.0,satisfied
17357,Female,Disloyal Customer,40,Business travel,908.0,5,5,5,3,3,4,3,12.0,28.0,satisfied
17358,Female,Disloyal Customer,27,Business travel,908.0,3,3,3,4,4,4,4,0.0,0.0,dissatisfied
17359,Male,Loyal Customer,39,Business travel,908.0,5,5,5,5,5,5,4,97.0,82.0,satisfied
17362,Male,Loyal Customer,45,Business travel,909.0,2,2,2,4,4,4,3,0.0,0.0,satisfied
17363,Female,Disloyal Customer,40,Business travel,909.0,1,1,1,2,2,4,2,0.0,0.0,dissatisfied
17364,Female,Loyal Customer,46,Business travel,909.0,4,4,1,2,4,4,3,0.0,0.0,satisfied
17366,Male,Disloyal Customer,45,Business travel,909.0,5,5,5,3,3,5,3,0.0,6.0,satisfied
17368,Female,Disloyal Customer,20,Business travel,909.0,4,0,4,5,5,4,5,31.0,1.0,satisfied
17369,Female,Loyal Customer,55,Personal Travel,909.0,4,4,4,1,3,4,4,35.0,37.0,dissatisfied
17370,Female,Loyal Customer,42,Business travel,909.0,4,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17372,Female,Loyal Customer,26,Business travel,909.0,5,5,4,4,4,4,4,2.0,0.0,satisfied
17373,Male,Disloyal Customer,35,Business travel,909.0,3,3,3,5,5,4,5,0.0,8.0,dissatisfied
17374,Female,Loyal Customer,55,Business travel,909.0,2,2,2,3,5,5,5,0.0,0.0,satisfied
17375,Male,Loyal Customer,56,Business travel,909.0,4,4,4,2,5,5,3,4.0,0.0,satisfied
17376,Female,Disloyal Customer,27,Business travel,909.0,4,4,4,3,3,4,3,1.0,7.0,dissatisfied
17377,Male,Loyal Customer,38,Business travel,909.0,5,5,5,4,5,5,5,0.0,0.0,satisfied
17378,Male,Loyal Customer,41,Business travel,909.0,4,4,4,3,5,5,4,0.0,0.0,satisfied
17379,Male,Loyal Customer,24,Business travel,909.0,1,1,2,5,5,5,5,0.0,-45.0,satisfied
17380,Female,Disloyal Customer,24,Business travel,909.0,3,3,3,2,2,5,2,10.0,-45.0,dissatisfied
17382,Male,Loyal Customer,22,Business travel,909.0,4,4,4,3,3,1,3,1.0,0.0,satisfied
17383,Female,Loyal Customer,57,Business travel,909.0,2,2,2,5,5,5,3,0.0,0.0,satisfied
17384,Male,Loyal Customer,43,Business travel,909.0,2,2,2,4,5,5,5,0.0,0.0,satisfied
17385,Female,Loyal Customer,33,Business travel,909.0,4,4,4,3,4,4,5,0.0,0.0,satisfied
17386,Female,Loyal Customer,48,Business travel,909.0,2,2,2,4,2,2,3,6.0,0.0,satisfied
17387,Male,Loyal Customer,16,Personal Travel,909.0,3,3,3,5,5,3,5,0.0,0.0,dissatisfied
17389,Male,Loyal Customer,26,Business travel,909.0,2,2,5,4,4,5,4,16.0,16.0,satisfied
17390,Male,Loyal Customer,57,Business travel,910.0,4,4,4,4,3,3,3,0.0,0.0,satisfied
17391,Female,Disloyal Customer,80,Business travel,910.0,3,3,3,4,3,2,3,4.0,0.0,dissatisfied
17392,Female,Loyal Customer,24,Business travel,910.0,4,4,4,5,5,5,5,25.0,-45.0,satisfied
17394,Female,Loyal Customer,8,Business travel,1683.5360392191503,4,4,3,4,4,4,4,-2.0,13.0743375378899,dissatisfied
17395,Male,Disloyal Customer,27,Business travel,910.0,0,0,0,3,3,5,3,0.0,0.0,satisfied
17396,Male,Disloyal Customer,39,Business travel,910.0,2,2,2,4,4,4,4,7.0,3.0,dissatisfied
17397,Male,Loyal Customer,51,Business travel,910.0,3,3,4,2,5,5,3,0.0,0.0,satisfied
17398,Female,Loyal Customer,45,Business travel,910.0,4,4,4,2,4,4,5,0.0,2.0,satisfied
17399,Male,Loyal Customer,42,Business travel,910.0,1,1,1,3,5,5,3,0.0,4.0,satisfied
17400,Female,Disloyal Customer,38,Business travel,911.0,4,4,4,2,2,5,2,4.0,0.0,satisfied
17401,Male,Loyal Customer,20,Personal Travel,911.0,4,4,4,5,5,3,5,0.0,3.0,satisfied
17402,Male,Loyal Customer,46,Business travel,911.0,2,1,1,4,2,2,2,0.0,0.0,dissatisfied
17403,Male,Loyal Customer,57,Business travel,911.0,3,3,3,5,4,4,3,5.0,0.0,satisfied
17404,Female,Loyal Customer,18,Business travel,1683.5360392191503,3,3,3,4,2,3,2,-2.0,13.0743375378899,satisfied
17405,Female,Disloyal Customer,42,Business travel,911.0,1,1,1,3,3,2,3,0.0,14.0,dissatisfied
17406,Male,Loyal Customer,54,Business travel,912.0,3,3,3,4,4,4,4,0.0,5.0,satisfied
17407,Female,Loyal Customer,56,Business travel,912.0,5,5,5,2,4,4,4,6.0,12.0,satisfied
17408,Female,Disloyal Customer,35,Business travel,912.0,2,2,2,3,3,5,3,0.0,0.0,dissatisfied
17410,Female,Loyal Customer,42,Business travel,912.0,3,5,5,3,3,4,3,0.0,0.0,satisfied
17412,Female,Loyal Customer,47,Business travel,912.0,1,1,1,5,4,4,3,0.0,0.0,satisfied
17413,Female,Disloyal Customer,32,Business travel,912.0,3,3,3,4,4,4,4,0.0,0.0,dissatisfied
17414,Male,Disloyal Customer,27,Business travel,912.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17415,Female,Loyal Customer,49,Business travel,912.0,1,1,4,5,4,4,3,0.0,0.0,satisfied
17416,Male,Loyal Customer,48,Business travel,912.0,4,4,4,4,5,5,3,0.0,0.0,satisfied
17417,Female,Disloyal Customer,39,Business travel,912.0,4,4,4,4,4,5,4,3.0,19.0,dissatisfied
17418,Female,Loyal Customer,43,Business travel,912.0,4,5,4,4,4,4,5,0.0,0.0,satisfied
17419,Male,Loyal Customer,48,Business travel,912.0,1,1,4,2,5,5,5,75.0,82.0,satisfied
17420,Female,Loyal Customer,7,Personal Travel,1683.5360392191503,2,4,3,4,4,4,4,-2.0,13.0743375378899,dissatisfied
17421,Female,Loyal Customer,65,Personal Travel,912.0,2,5,2,3,5,5,3,7.0,11.0,dissatisfied
17422,Female,Loyal Customer,46,Business travel,912.0,4,4,4,2,4,4,4,2.0,0.0,satisfied
17423,Female,Loyal Customer,25,Business travel,912.0,3,1,1,3,3,3,3,0.0,0.0,satisfied
17425,Female,Loyal Customer,60,Business travel,912.0,1,1,1,2,4,4,5,0.0,0.0,satisfied
17426,Male,Disloyal Customer,30,Business travel,1683.5360392191503,4,5,3,4,5,5,5,10.0,13.0743375378899,satisfied
17427,Male,Disloyal Customer,38,Business travel,912.0,2,2,2,5,5,4,5,45.0,55.0,satisfied
17428,Female,Loyal Customer,48,Business travel,912.0,4,4,4,5,4,4,5,0.0,2.0,satisfied
17429,Female,Loyal Customer,46,Business travel,912.0,3,3,3,2,5,5,4,29.0,13.0,satisfied
17430,Male,Loyal Customer,60,Business travel,912.0,2,2,2,4,2,2,2,39.0,23.0,dissatisfied
17431,Male,Disloyal Customer,12,Business travel,912.0,4,0,4,3,3,4,3,0.0,0.0,satisfied
17433,Female,Loyal Customer,56,Business travel,912.0,2,2,2,3,4,4,5,0.0,1.0,satisfied
17434,Female,Loyal Customer,40,Business travel,912.0,5,5,5,4,5,5,4,0.0,0.0,satisfied
17435,Male,Loyal Customer,52,Business travel,912.0,1,1,1,5,5,5,5,12.0,10.0,satisfied
17436,Female,Loyal Customer,45,Business travel,912.0,2,5,5,1,2,2,4,0.0,0.0,dissatisfied
17437,Female,Loyal Customer,43,Business travel,912.0,2,2,2,4,5,5,4,0.0,4.0,satisfied
17438,Female,Disloyal Customer,32,Business travel,912.0,2,2,2,2,2,5,2,0.0,0.0,dissatisfied
17439,Female,Disloyal Customer,34,Business travel,912.0,4,4,4,4,4,4,4,0.0,1.0,dissatisfied
17440,Female,Loyal Customer,46,Business travel,912.0,2,3,3,3,2,2,2,103.0,95.0,dissatisfied
17441,Male,Loyal Customer,42,Personal Travel,912.0,4,4,5,2,2,4,2,0.0,0.0,satisfied
17442,Male,Loyal Customer,49,Personal Travel,913.0,3,3,3,5,3,3,4,0.0,0.0,dissatisfied
17443,Female,Loyal Customer,50,Business travel,913.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17444,Male,Loyal Customer,52,Business travel,913.0,3,3,3,4,3,3,3,0.0,0.0,dissatisfied
17445,Female,Loyal Customer,42,Business travel,913.0,4,1,1,4,4,3,4,128.0,114.0,satisfied
17446,Female,Disloyal Customer,14,Personal Travel,913.0,3,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17447,Male,Loyal Customer,43,Business travel,913.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17448,Female,Loyal Customer,55,Business travel,913.0,2,1,1,4,2,2,3,0.0,0.0,dissatisfied
17449,Female,Disloyal Customer,40,Business travel,913.0,4,4,4,2,2,1,2,5.0,12.0,dissatisfied
17450,Male,Disloyal Customer,42,Business travel,913.0,4,4,4,4,4,3,4,23.0,17.0,satisfied
17451,Male,Loyal Customer,9,Business travel,1683.5360392191503,1,1,3,4,3,3,3,-2.0,13.0743375378899,satisfied
17453,Female,Loyal Customer,38,Business travel,916.0,5,2,5,5,2,2,2,0.0,0.0,satisfied
17454,Male,Loyal Customer,42,Business travel,916.0,4,4,4,4,4,5,4,0.0,3.0,satisfied
17455,Male,Loyal Customer,34,Personal Travel,916.0,1,4,1,4,3,3,5,22.0,0.0,dissatisfied
17456,Female,Loyal Customer,55,Business travel,918.0,1,2,2,5,1,1,4,12.0,5.0,dissatisfied
17457,Male,Loyal Customer,59,Business travel,918.0,3,2,2,5,3,3,4,34.0,29.0,dissatisfied
17458,Female,Disloyal Customer,36,Business travel,918.0,4,4,4,2,2,4,2,0.0,0.0,dissatisfied
17459,Male,Loyal Customer,51,Business travel,918.0,4,4,4,5,5,5,5,0.0,0.0,satisfied
17461,Female,Loyal Customer,71,Business travel,918.0,4,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17462,Female,Loyal Customer,25,Business travel,918.0,5,5,5,4,4,4,4,0.0,0.0,satisfied
17463,Female,Disloyal Customer,19,Business travel,918.0,0,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17464,Female,Loyal Customer,39,Business travel,918.0,4,4,4,2,4,4,5,0.0,0.0,satisfied
17465,Female,Loyal Customer,46,Business travel,918.0,3,3,3,5,4,4,3,0.0,0.0,satisfied
17466,Female,Loyal Customer,57,Personal Travel,918.0,1,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17467,Male,Loyal Customer,45,Business travel,919.0,2,2,2,3,4,4,4,0.0,13.0,satisfied
17468,Male,Disloyal Customer,35,Business travel,919.0,2,2,2,2,2,5,2,85.0,87.0,dissatisfied
17469,Female,Loyal Customer,48,Personal Travel,919.0,0,4,0,5,1,1,4,0.0,0.0,satisfied
17470,Male,Loyal Customer,32,Business travel,919.0,4,4,4,4,4,5,4,5.0,0.0,satisfied
17471,Male,Loyal Customer,38,Personal Travel,919.0,3,3,3,5,3,4,3,7.0,0.0,dissatisfied
17472,Male,Loyal Customer,49,Business travel,919.0,3,3,4,2,2,2,3,0.0,0.0,satisfied
17473,Male,Loyal Customer,58,Business travel,919.0,1,1,1,3,2,2,3,0.0,0.0,satisfied
17474,Female,Loyal Customer,43,Business travel,919.0,4,4,4,5,5,5,5,22.0,17.0,satisfied
17475,Female,Loyal Customer,25,Business travel,919.0,4,4,1,4,4,2,4,0.0,0.0,satisfied
17476,Female,Loyal Customer,53,Business travel,919.0,5,5,4,5,2,2,4,0.0,56.0,satisfied
17477,Female,Disloyal Customer,36,Business travel,919.0,2,1,1,2,2,4,2,0.0,0.0,dissatisfied
17478,Female,Loyal Customer,32,Business travel,919.0,4,4,4,5,5,4,5,0.0,0.0,satisfied
17479,Female,Loyal Customer,54,Business travel,919.0,1,1,1,3,4,4,4,0.0,0.0,satisfied
17480,Female,Loyal Customer,51,Business travel,919.0,1,1,1,2,4,4,4,0.0,15.0,satisfied
17481,Female,Disloyal Customer,22,Business travel,919.0,5,0,5,2,2,4,2,4.0,8.0,satisfied
17482,Male,Loyal Customer,60,Business travel,919.0,3,3,3,3,5,5,4,12.0,6.0,satisfied
17483,Female,Loyal Customer,45,Business travel,919.0,2,2,2,3,5,5,3,0.0,7.0,satisfied
17485,Female,Loyal Customer,52,Personal Travel,919.0,1,5,2,3,1,1,4,0.0,0.0,dissatisfied
17486,Female,Loyal Customer,32,Business travel,919.0,5,5,5,5,5,5,5,0.0,0.0,satisfied
17487,Female,Loyal Customer,27,Business travel,919.0,4,1,1,4,4,4,4,0.0,0.0,dissatisfied
17488,Male,Loyal Customer,58,Business travel,919.0,2,5,5,1,2,2,4,0.0,0.0,dissatisfied
17489,Male,Loyal Customer,47,Business travel,919.0,4,4,4,5,4,4,3,0.0,0.0,satisfied
17490,Female,Loyal Customer,52,Business travel,919.0,3,3,3,4,4,4,3,0.0,0.0,satisfied
17491,Female,Loyal Customer,49,Business travel,919.0,5,5,5,2,5,5,4,0.0,0.0,satisfied
17492,Female,Loyal Customer,44,Business travel,919.0,4,4,4,5,4,4,3,18.0,22.0,satisfied
17493,Male,Loyal Customer,47,Business travel,919.0,2,2,2,5,4,4,4,6.0,12.0,satisfied
17494,Male,Disloyal Customer,38,Business travel,919.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17495,Female,Disloyal Customer,48,Business travel,919.0,5,5,5,5,5,5,5,0.0,4.0,satisfied
17496,Female,Loyal Customer,41,Business travel,919.0,4,4,3,3,4,4,5,0.0,19.0,satisfied
17497,Male,Loyal Customer,53,Business travel,919.0,1,1,1,2,4,4,4,74.0,84.0,satisfied
17498,Male,Loyal Customer,48,Business travel,919.0,1,5,2,1,1,1,4,0.0,8.0,dissatisfied
17499,Male,Loyal Customer,39,Business travel,919.0,3,3,3,5,5,5,4,0.0,0.0,satisfied
17500,Male,Loyal Customer,66,Personal Travel,919.0,4,4,4,3,1,1,3,74.0,61.0,dissatisfied
17501,Female,Loyal Customer,39,Business travel,919.0,2,2,2,4,3,3,4,0.0,36.0,satisfied
17505,Male,Loyal Customer,26,Business travel,919.0,2,2,1,5,5,5,5,0.0,6.0,satisfied
17506,Male,Disloyal Customer,16,Business travel,919.0,5,0,5,5,5,4,5,7.0,7.0,satisfied
17507,Female,Disloyal Customer,25,Business travel,919.0,0,0,0,3,3,4,3,0.0,0.0,satisfied
17508,Female,Loyal Customer,53,Business travel,919.0,2,2,2,4,4,4,5,0.0,0.0,satisfied
17509,Female,Loyal Customer,54,Business travel,919.0,2,4,2,2,4,4,4,16.0,3.0,satisfied
17510,Male,Loyal Customer,39,Business travel,919.0,5,5,5,5,2,2,3,65.0,98.0,satisfied
17511,Female,Loyal Customer,66,Business travel,919.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17512,Male,Loyal Customer,27,Business travel,919.0,1,1,1,4,4,5,4,0.0,0.0,satisfied
17513,Female,Disloyal Customer,27,Business travel,919.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17514,Male,Loyal Customer,38,Business travel,919.0,1,5,5,1,1,1,3,0.0,1.0,dissatisfied
17515,Male,Loyal Customer,51,Business travel,920.0,2,2,2,3,4,4,3,0.0,1.0,satisfied
17516,Female,Disloyal Customer,25,Business travel,920.0,0,0,3,4,4,4,4,13.699978441564664,13.0743375378899,satisfied
17518,Male,Disloyal Customer,26,Business travel,920.0,5,5,5,5,5,5,5,6.0,0.0,satisfied
17519,Female,Loyal Customer,72,Business travel,920.0,4,1,1,1,4,4,4,0.0,53.0,dissatisfied
17520,Female,Loyal Customer,40,Business travel,920.0,1,1,1,2,4,4,5,10.0,3.0,satisfied
17521,Male,Disloyal Customer,39,Business travel,920.0,4,3,3,3,3,4,5,113.0,171.0,dissatisfied
17523,Female,Loyal Customer,40,Business travel,920.0,5,5,5,3,3,3,5,0.0,7.0,satisfied
17524,Female,Loyal Customer,33,Business travel,920.0,3,3,3,4,5,5,4,1.0,20.0,satisfied
17525,Male,Loyal Customer,60,Business travel,920.0,2,2,2,2,4,4,3,0.0,0.0,satisfied
17526,Male,Loyal Customer,40,Business travel,920.0,2,2,2,2,4,4,4,0.0,0.0,satisfied
17527,Female,Disloyal Customer,38,Business travel,920.0,4,4,4,2,2,4,2,0.0,0.0,dissatisfied
17528,Male,Loyal Customer,48,Business travel,920.0,3,3,3,3,4,4,5,0.0,0.0,satisfied
17529,Male,Loyal Customer,44,Business travel,920.0,5,5,5,2,4,4,3,0.0,0.0,satisfied
17530,Female,Loyal Customer,44,Business travel,920.0,3,3,3,5,5,5,3,36.0,21.0,satisfied
17531,Female,Loyal Customer,59,Business travel,920.0,4,4,4,5,4,4,3,0.0,0.0,satisfied
17532,Female,Loyal Customer,40,Business travel,920.0,3,4,2,3,3,3,2,3.0,5.0,dissatisfied
17533,Male,Disloyal Customer,22,Business travel,920.0,0,0,0,5,5,4,5,0.0,0.0,satisfied
17534,Female,Disloyal Customer,34,Business travel,920.0,1,1,1,5,5,5,5,81.0,120.0,dissatisfied
17535,Male,Disloyal Customer,27,Business travel,920.0,3,3,3,2,2,4,2,13.0,0.0,dissatisfied
17536,Male,Loyal Customer,42,Business travel,920.0,5,5,2,2,4,4,4,3.0,0.0,satisfied
17537,Male,Loyal Customer,32,Business travel,920.0,4,4,4,2,2,5,2,0.0,0.0,satisfied
17538,Male,Loyal Customer,42,Business travel,920.0,2,4,4,5,2,2,4,0.0,0.0,dissatisfied
17539,Male,Loyal Customer,32,Business travel,920.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17541,Female,Loyal Customer,41,Business travel,920.0,1,4,4,2,1,1,3,0.0,0.0,dissatisfied
17542,Male,Loyal Customer,50,Business travel,920.0,4,4,4,5,4,4,4,0.0,0.0,satisfied
17543,Male,Loyal Customer,30,Personal Travel,1683.5360392191503,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17544,Male,Disloyal Customer,38,Business travel,920.0,1,1,1,2,2,5,2,0.0,0.0,dissatisfied
17545,Male,Loyal Customer,55,Business travel,920.0,4,4,4,3,5,5,3,21.0,76.0,satisfied
17546,Female,Loyal Customer,39,Personal Travel,920.0,2,4,2,2,2,1,5,1.0,0.0,dissatisfied
17547,Male,Loyal Customer,24,Business travel,920.0,4,4,4,5,5,5,5,0.0,-45.0,satisfied
17548,Female,Loyal Customer,44,Business travel,921.0,2,2,2,3,3,3,5,1.0,0.0,satisfied
17549,Female,Disloyal Customer,38,Business travel,921.0,4,4,4,2,2,5,2,0.0,3.0,satisfied
17550,Male,Disloyal Customer,26,Business travel,921.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17551,Female,Disloyal Customer,35,Business travel,921.0,2,2,2,4,4,4,4,7.0,0.0,dissatisfied
17552,Female,Loyal Customer,49,Business travel,921.0,2,2,2,4,4,4,5,0.0,0.0,satisfied
17553,Male,Loyal Customer,59,Business travel,921.0,5,5,5,2,3,3,3,13.0,0.0,satisfied
17554,Male,Loyal Customer,10,Personal Travel,1683.5360392191503,5,2,3,4,5,3,5,-2.0,13.0743375378899,satisfied
17555,Male,Loyal Customer,52,Business travel,922.0,3,3,3,2,5,5,3,34.0,48.0,satisfied
17556,Female,Disloyal Customer,22,Business travel,922.0,5,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17557,Male,Loyal Customer,72,Business travel,922.0,3,3,4,2,5,5,4,4.0,0.0,satisfied
17559,Male,Loyal Customer,43,Business travel,922.0,4,4,4,2,3,3,5,28.0,27.0,satisfied
17561,Female,Disloyal Customer,42,Business travel,922.0,3,3,3,3,3,3,3,21.0,30.0,satisfied
17562,Female,Disloyal Customer,55,Business travel,923.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17563,Female,Disloyal Customer,39,Business travel,925.0,1,1,1,2,2,2,2,0.0,6.0,dissatisfied
17564,Female,Loyal Customer,37,Business travel,925.0,1,1,3,4,5,5,3,0.0,0.0,satisfied
17565,Male,Loyal Customer,48,Business travel,925.0,2,2,2,4,5,5,4,0.0,0.0,satisfied
17566,Female,Disloyal Customer,26,Business travel,925.0,3,3,3,3,3,3,3,2.0,0.0,dissatisfied
17567,Male,Loyal Customer,44,Business travel,925.0,1,1,4,4,4,4,3,20.0,22.0,satisfied
17568,Female,Loyal Customer,62,Personal Travel,925.0,2,4,2,2,3,3,5,0.0,0.0,dissatisfied
17569,Female,Loyal Customer,49,Business travel,925.0,5,5,5,5,4,4,4,28.0,20.0,satisfied
17570,Female,Loyal Customer,47,Personal Travel,925.0,2,5,2,4,5,5,4,13.0,0.0,dissatisfied
17571,Female,Disloyal Customer,39,Business travel,925.0,2,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
17572,Male,Loyal Customer,62,Business travel,925.0,1,3,3,5,1,1,4,4.0,16.0,dissatisfied
17574,Male,Loyal Customer,9,Business travel,1683.5360392191503,2,3,3,4,2,4,2,-2.0,13.0743375378899,dissatisfied
17575,Female,Loyal Customer,57,Business travel,925.0,2,2,2,5,4,4,3,0.0,0.0,satisfied
17576,Female,Loyal Customer,47,Business travel,925.0,5,5,5,5,4,4,3,0.0,0.0,satisfied
17577,Male,Disloyal Customer,24,Business travel,925.0,5,1,5,3,3,5,3,4.0,-45.0,satisfied
17578,Female,Disloyal Customer,25,Business travel,925.0,3,3,2,4,4,4,4,0.0,0.0,satisfied
17579,Male,Loyal Customer,32,Business travel,925.0,4,4,4,3,3,4,3,21.0,0.0,satisfied
